,time,prophet_pred,arima_pred,values,precinct_number
120,2023-07-01,6215.290065507968,5584.930974999905,,32
121,2023-08-01,7136.445050185188,5863.292869421191,,32
122,2023-09-01,6954.766726686548,5958.060692969297,,32
123,2023-10-01,7225.401059543724,5958.060692969297,,32
124,2023-11-01,6772.887827554214,5958.060692969297,,32
125,2023-12-01,6205.503705461073,5958.060692969297,,32
126,2024-01-01,6983.7284290844045,5958.060692969297,,32
127,2024-02-01,6174.690868865998,5958.060692969297,,32
128,2024-03-01,7343.400537414033,5958.060692969297,,32
129,2024-04-01,6580.906986122129,5958.060692969297,,32
130,2024-05-01,6531.776306063453,5958.060692969297,,32
131,2024-06-01,5550.900589366648,5958.060692969297,,32
108,2022-07-01,7061.753238762892,7528.896937875394,7895.0,33
109,2022-08-01,8420.910337095384,7677.747873677514,8563.0,33
110,2022-09-01,7920.7345123608275,7957.839212031926,7103.0,33
111,2022-10-01,8418.492741186255,7345.663532395038,8537.0,33
112,2022-11-01,7585.880153432153,7946.93745335346,8397.0,33
113,2022-12-01,6655.123111226987,7888.235675854033,6014.0,33
114,2023-01-01,8066.226069236385,6889.047563131632,7988.0,33
115,2023-02-01,7317.158296886349,7716.742625873562,8304.0,33
116,2023-03-01,8659.913682616527,7849.240923657984,9953.0,33
117,2023-04-01,7352.922993808179,8540.6640029191,7768.0,33
118,2023-05-01,7641.265505666319,7624.496975517319,9672.0,33
119,2023-06-01,6231.911638555126,8422.841149509535,7739.0,33
120,2023-07-01,7128.141678617749,7612.337321606723,,33
121,2023-08-01,8371.621787388669,7559.227861860125,,33
122,2023-09-01,7892.224630882393,7536.959149794699,,33
123,2023-10-01,8458.264754545906,7527.621914217103,,33
124,2023-11-01,7624.269215137558,7523.70682617899,,33
125,2023-12-01,6715.277661547378,7522.065235986819,,33
126,2024-01-01,8119.290756959201,7521.376919828204,,33
127,2024-02-01,7355.348890729866,7521.088309956831,,33
128,2024-03-01,8994.472052999998,7520.967296296449,,33
129,2024-04-01,7361.190073852069,7520.916555460976,,33
130,2024-05-01,7547.433343107909,7520.895279909305,,33
131,2024-06-01,6132.440157540265,7520.886359104302,,33
108,2022-07-01,8186.892526196424,9414.233214533551,10129.0,34
109,2022-08-01,10508.14899314912,9318.184606731287,10929.0,34
110,2022-09-01,9736.62582150782,9639.686222805816,9102.0,34
111,2022-10-01,10295.827980533326,8905.45690709561,9049.0,34
112,2022-11-01,9360.689911351505,8884.157425030673,9604.0,34
113,2022-12-01,8082.726742482009,9107.199171182378,8126.0,34
114,2023-01-01,9723.37748574954,8513.224935484684,9875.0,34
115,2023-02-01,8289.059201525582,9216.107843627624,9157.0,34
116,2023-03-01,9510.412353893062,8927.560143200733,10496.0,34
117,2023-04-01,8083.155899494606,9465.673473105477,7174.0,34
118,2023-05-01,8782.32641465938,8130.638012355995,10077.0,34
119,2023-06-01,7054.432263224092,9297.287001686442,8973.0,34
120,2023-07-01,8293.319267442423,8853.614771503591,,34
121,2023-08-01,10473.689582148285,8805.636591632314,,34
122,2023-09-01,9712.284151714006,8786.355263676152,,34
123,2023-10-01,10334.255054812447,8778.60654105369,,34
124,2023-11-01,9437.306775501083,8775.492507496647,,34
125,2023-12-01,8143.730429485359,8774.241048970272,,34
126,2024-01-01,9820.230536860598,8773.738116546923,,34
127,2024-02-01,8352.466279206408,8773.535999563319,,34
128,2024-03-01,9831.228597732452,8773.454773392237,,34
129,2024-04-01,8194.905518435797,8773.42213046065,,34
130,2024-05-01,8773.218034868527,8773.409012016577,,34
131,2024-06-01,6912.925762324163,8773.403740015365,,34
108,2022-07-01,8005.365036448222,7531.571338956385,7054.0,40
109,2022-08-01,9538.38116061944,7199.961260471633,11620.0,40
110,2022-09-01,9183.791363728138,10008.180635003824,10813.0,40
111,2022-10-01,9375.52848578963,10711.888042644898,9167.0,40
112,2022-11-01,8758.028287556866,8255.044017483548,7689.0,40
113,2022-12-01,7782.114284736504,7366.145393513664,6332.0,40
114,2023-01-01,9158.737594424732,6772.71704060198,10702.0,40
115,2023-02-01,7735.283033849133,9448.16545752405,8076.0,40
116,2023-03-01,8866.940320744752,9325.581074393038,9596.0,40
117,2023-04-01,8015.930946990546,8281.783027019486,8959.0,40
118,2023-05-01,8664.85783875216,9112.14426256646,11777.0,40
119,2023-06-01,7729.02085542441,10177.67025731929,10441.0,40
120,2023-07-01,8272.100819734093,10313.233942488629,,40
121,2023-08-01,9843.199727262228,9150.92209022248,,40
122,2023-09-01,9475.548784987124,8940.262432986709,,40
123,2023-10-01,9716.29960208041,8632.360982772108,,40
124,2023-11-01,9067.481785598438,8775.685755267776,,40
125,2023-12-01,8149.457462905931,8844.015670769053,,40
126,2024-01-01,9487.335815781087,8997.307008327109,,40
127,2024-02-01,8060.386220976086,9045.360448636966,,40
128,2024-03-01,9407.12295487376,9080.959318533278,,40
129,2024-04-01,8321.260281823596,9063.789860897974,,40
130,2024-05-01,8862.626148791564,9048.681470930416,,40
131,2024-06-01,7880.2252078199235,9027.275140930016,,40
108,2022-07-01,4158.198760798075,5701.780045019349,3956.0,41
109,2022-08-01,4960.584378182933,4826.462959750581,6444.0,41
110,2022-09-01,5012.818198154215,5480.605051663947,4953.0,41
111,2022-10-01,5251.773094156413,5530.339979087241,4634.0,41
112,2022-11-01,5036.9855688609,4757.522101494855,4577.0,41
113,2022-12-01,4685.4035406333405,4599.071347289049,3617.0,41
114,2023-01-01,5231.122750936665,3988.727954341885,5232.0,41
115,2023-02-01,4294.675014215001,4606.645160143599,5419.0,41
116,2023-03-01,5277.480599000722,5346.590492227154,6366.0,41
117,2023-04-01,4788.379960822064,5999.305861706494,5826.0,41
118,2023-05-01,4755.328644527957,6035.09697431731,5358.0,41
119,2023-06-01,4042.173233206665,5539.217377741669,3800.0,41
120,2023-07-01,4303.047966735148,4403.283492567351,,41
121,2023-08-01,5109.79834125201,4169.682098212882,,41
122,2023-09-01,5144.680442214412,4260.136440353297,,41
123,2023-10-01,5389.919368157049,4225.1110158062165,,41
124,2023-11-01,5190.361065069062,4238.673442282094,,41
125,2023-12-01,4845.945492426007,4233.421845355229,,41
126,2024-01-01,5367.243130658432,4235.455350962158,,41
127,2024-02-01,4450.702612918963,4234.66794379611,,41
128,2024-03-01,5469.133460125263,4234.972840936807,,41
129,2024-04-01,4907.485037823151,4234.854779696811,,41
130,2024-05-01,4936.170871377666,4234.90049497101,,41
131,2024-06-01,4141.97965474304,4234.882793257093,,41
108,2022-07-01,5035.681776466583,4431.80795405389,5343.0,42
109,2022-08-01,5488.259793630137,5021.505548513938,4807.0,42
110,2022-09-01,5279.68737641276,5133.75287906874,4874.0,42
111,2022-10-01,5496.421323571472,4666.852850049186,4219.0,42
112,2022-11-01,4920.493635181121,4382.021780555117,5019.0,42
113,2022-12-01,4747.395827984778,4722.469779443045,4276.0,42
114,2023-01-01,4867.683615485253,4625.72456748974,3528.0,42
115,2023-02-01,4336.358650151039,3660.79991097476,3423.0,42
116,2023-03-01,5103.586422794148,3560.181909465315,4839.0,42
117,2023-04-01,4378.971890007913,4706.490431430376,3832.0,42
118,2023-05-01,4784.5044901560095,4452.531047085075,3890.0,42
119,2023-06-01,4331.704741292568,3795.966045249086,3208.0,42
120,2023-07-01,5282.06826305468,3609.167948019119,,42
121,2023-08-01,5716.642095656847,3655.6440010499177,,42
122,2023-09-01,5512.147334168998,3983.2986495124906,,42
123,2023-10-01,5730.309470151442,4103.575316296123,,42
124,2023-11-01,5155.991616536943,4264.95465632885,,42
125,2023-12-01,4995.75693131143,4318.164152916676,,42
126,2024-01-01,5100.341304463793,4367.956181377422,,42
127,2024-02-01,4575.950073258344,4373.112545102999,,42
128,2024-03-01,5342.814941139762,4376.897698246351,,42
129,2024-04-01,4632.3243208328895,4367.68275308609,,42
130,2024-05-01,5032.695629725761,4361.434127893619,,42
131,2024-06-01,4571.589525355634,4353.685610142979,,42
108,2022-07-01,10756.259246680853,12444.980882375236,13413.0,43
109,2022-08-01,12009.416332366824,13158.176546252504,12821.0,43
110,2022-09-01,11463.898354802544,13009.33393835021,9875.0,43
111,2022-10-01,12639.389688415482,10812.215848614387,12983.0,43
112,2022-11-01,12032.334009638736,11994.2468236614,12675.0,43
113,2022-12-01,11283.797169513678,12772.984549006527,9892.0,43
114,2023-01-01,12083.48180042627,10777.360389237556,11113.0,43
115,2023-02-01,10548.788789533184,10724.561252152693,10559.0,43
116,2023-03-01,12198.95161431615,10735.244935550703,12669.0,43
117,2023-04-01,10557.463724225498,11997.74221297476,10792.0,43
118,2023-05-01,11442.541025063709,11389.133111965108,13049.0,43
119,2023-06-01,9787.3333657189,12330.976860039827,10585.0,43
120,2023-07-01,11048.970681866434,11368.876392052223,,43
121,2023-08-01,12222.007831293404,11119.500499999946,,43
122,2023-09-01,11687.171615926934,11198.834864661772,,43
123,2023-10-01,12944.70695264453,11173.59609212246,,43
124,2023-11-01,12369.159548567504,11181.625344540456,,43
125,2023-12-01,11582.731961229903,11179.070985199429,,43
126,2024-01-01,12373.491306830492,11179.88360775797,,43
127,2024-02-01,10882.986528870972,11179.625086800466,,43
128,2024-03-01,12758.078307095462,11179.707330499914,,43
129,2024-04-01,10949.039693001523,11179.681166175891,,43
130,2024-05-01,11605.73141628738,11179.689489875533,,43
131,2024-06-01,9813.656024722406,11179.68684184321,,43
108,2022-07-01,9272.616979532391,8286.0,9317.0,44
109,2022-08-01,11013.291969399126,9317.0,10651.0,44
110,2022-09-01,10797.135601246362,10651.0,10228.0,44
111,2022-10-01,11093.052397719324,10228.0,10479.0,44
112,2022-11-01,9709.085137506085,10479.0,10025.0,44
113,2022-12-01,9185.61380386058,10025.0,9092.0,44
114,2023-01-01,9835.322215138098,9092.0,8515.0,44
115,2023-02-01,8815.40414213895,8515.0,8813.0,44
116,2023-03-01,10481.955701174977,8813.0,11875.0,44
117,2023-04-01,9477.267381594116,11875.0,11437.0,44
118,2023-05-01,10016.86307662076,11437.0,11390.0,44
119,2023-06-01,8535.386776370977,11390.0,8276.0,44
120,2023-07-01,9648.003218136522,8276.0,,44
121,2023-08-01,11338.202874457931,8276.0,,44
122,2023-09-01,11141.884796229848,8276.0,,44
123,2023-10-01,11440.152985120065,8276.0,,44
124,2023-11-01,10065.697762131478,8276.0,,44
125,2023-12-01,9553.94475692498,8276.0,,44
126,2024-01-01,10200.508567994017,8276.0,,44
127,2024-02-01,9172.01017140818,8276.0,,44
128,2024-03-01,10935.269528130222,8276.0,,44
129,2024-04-01,9800.704300365747,8276.0,,44
130,2024-05-01,10382.47217381212,8276.0,,44
131,2024-06-01,8872.267294737956,8276.0,,44
108,2022-07-01,5656.628653097479,7087.404267640318,6403.0,45
109,2022-08-01,6647.727377331047,6437.110896235133,5810.0,45
110,2022-09-01,6407.111846974815,6188.801836838304,4657.0,45
111,2022-10-01,6963.619449559322,5706.001928769934,6951.0,45
112,2022-11-01,6094.4840021394775,6666.5769410065695,6447.0,45
113,2022-12-01,5624.731266534326,6455.535177202182,5241.0,45
114,2023-01-01,5980.419010306988,5950.542385241684,4788.0,45
115,2023-02-01,5339.736172677093,5760.856038012741,5186.0,45
116,2023-03-01,6743.974467811508,5927.512034032872,7862.0,45
117,2023-04-01,5807.160434108209,7048.043303756166,6713.0,45
118,2023-05-01,6139.003706762996,6566.918330321165,6848.0,45
119,2023-06-01,5045.402758125241,6623.44737419734,5097.0,45
120,2023-07-01,5599.212735288508,5890.24473844043,,45
121,2023-08-01,6503.21521934109,6222.403009728166,,45
122,2023-09-01,6283.819218107285,6361.488857813046,,45
123,2023-10-01,6868.101312713587,6419.7287838052325,,45
124,2023-11-01,6004.942385501006,6444.115801077511,,45
125,2023-12-01,5556.539438964321,6454.327466035982,,45
126,2024-01-01,5905.49450503957,6458.603433861807,,45
127,2024-02-01,5276.9000352942485,6460.393925512466,,45
128,2024-03-01,6902.37835861248,6461.143664631578,,45
129,2024-04-01,5716.018744817677,6461.4576056357255,,45
130,2024-05-01,5993.208954081939,6461.589063300896,,45
131,2024-06-01,4853.021441954092,6461.64410904995,,45
108,2022-07-01,11429.714269712878,11855.588000148991,12156.0,46
109,2022-08-01,13553.03441102703,11019.249152990167,12262.0,46
110,2022-09-01,13824.71153676446,13072.477666676505,11132.0,46
111,2022-10-01,14349.55651545662,12064.721428691217,12215.0,46
112,2022-11-01,13468.521870511351,12378.240031443123,12748.0,46
113,2022-12-01,12207.55094728433,13330.726727839348,10509.0,46
114,2023-01-01,13485.35044711489,11691.025729900402,12864.0,46
115,2023-02-01,12263.92164821277,12364.90592162149,12884.0,46
116,2023-03-01,14413.269558054364,13728.58261242972,15265.0,46
117,2023-04-01,12794.487879217644,14290.823960244632,13580.0,46
118,2023-05-01,13674.824215347304,13905.3410881612,17283.0,46
119,2023-06-01,11223.425130842465,14958.589420176351,12759.0,46
120,2023-07-01,11829.34255072829,13878.680827606857,,46
121,2023-08-01,13917.875195941278,12247.79532943085,,46
122,2023-09-01,14189.085992271204,13280.06348018943,,46
123,2023-10-01,14783.231092851142,13097.783542155388,,46
124,2023-11-01,13910.845747748534,13821.366848279991,,46
125,2023-12-01,12631.73299485468,13816.858172391696,,46
126,2024-01-01,13927.397700630385,14062.468483326784,,46
127,2024-02-01,12685.175964113703,13966.93939458144,,46
128,2024-03-01,15091.79764414536,14007.676403505788,,46
129,2024-04-01,13214.232573785444,13958.285164167211,,46
130,2024-05-01,13927.243675798934,14010.889057715494,,46
131,2024-06-01,11478.267406613671,14047.771873089803,,46
108,2022-07-01,7235.855612811832,8000.435725525912,7564.0,47
109,2022-08-01,8684.537757299253,7794.675630015208,7008.0,47
110,2022-09-01,7796.322925499864,7564.95150731651,4731.0,47
111,2022-10-01,8794.663671654533,6624.156853746485,7990.0,47
112,2022-11-01,8563.112476398415,7970.687277982196,7686.0,47
113,2022-12-01,7704.019155253286,7845.082721686505,5865.0,47
114,2023-01-01,8290.639318046127,7092.694902560015,6417.0,47
115,2023-02-01,7319.144932431192,7320.766333728507,6083.0,47
116,2023-03-01,9179.212022392663,7182.766590956268,8478.0,47
117,2023-04-01,7650.923512281623,8172.315644667384,7491.0,47
118,2023-05-01,8030.191805358091,7764.51400958894,7258.0,47
119,2023-06-01,6205.538937332047,7668.244727954414,4689.0,47
120,2023-07-01,7265.437702707618,6606.803592679317,,47
121,2023-08-01,8631.793364250914,7399.188031234472,,47
122,2023-09-01,7758.6320394909,7726.579793801348,,47
123,2023-10-01,8789.263769167688,7861.849192064758,,47
124,2023-11-01,8564.264783674837,7917.738839266273,,47
125,2023-12-01,7690.037092451516,7940.830925905317,,47
126,2024-01-01,8307.750239145218,7950.371949906102,,47
127,2024-02-01,7338.95042534271,7954.314042295,,47
128,2024-03-01,9372.692881255904,7955.942807970606,,47
129,2024-04-01,7626.087393667064,7956.615769779797,,47
130,2024-05-01,7991.069918104275,7956.893819350348,,47
131,2024-06-01,6143.768530307001,7957.008701892904,,47
108,2022-07-01,9389.99090299253,9524.236165973129,9029.0,48
109,2022-08-01,10888.210908224226,9014.072412615767,11615.0,48
110,2022-09-01,10573.019379943022,10982.168180727447,8799.0,48
111,2022-10-01,11194.764153994449,9488.116165147529,8695.0,48
112,2022-11-01,9888.854695648915,8720.450312917379,6135.0,48
113,2022-12-01,9241.15047308725,6761.469241043205,3829.0,48
114,2023-01-01,10265.60230949486,4393.31174603345,8430.0,48
115,2023-02-01,8968.648755375296,7304.068367953208,7445.0,48
116,2023-03-01,10797.849988683012,7686.043829073264,9940.0,48
117,2023-04-01,9450.147514705232,9329.437204530155,7482.0,48
118,2023-05-01,9906.473022865035,8083.50835722039,8433.0,48
119,2023-06-01,8955.428940797374,8200.27646553434,7317.0,48
120,2023-07-01,9828.7533362835,7590.101434767273,,48
121,2023-08-01,11298.214799149324,7523.269540795998,,48
122,2023-09-01,10967.888176930954,7539.624277473211,,48
123,2023-10-01,11597.17876504138,7535.622035491322,,48
124,2023-11-01,10298.27760165717,7536.601442326035,,48
125,2023-12-01,9669.842165958213,7536.361767225872,,48
126,2024-01-01,10700.503650449062,7536.420419209503,,48
127,2024-02-01,9393.927497829844,7536.406066215882,,48
128,2024-03-01,11300.518940720742,7536.409578602218,,48
129,2024-04-01,9875.893936314424,7536.408719070186,,48
130,2024-05-01,10347.73457695344,7536.408929410178,,48
131,2024-06-01,9351.065619721468,7536.408877936922,,48
108,2022-07-01,8521.3379833122,9075.188693262262,9004.0,49
109,2022-08-01,10076.960138448205,9168.26419896886,8826.0,49
110,2022-09-01,9542.57835413128,9099.803703035908,7153.0,49
111,2022-10-01,10418.782803517985,8456.351963171706,9747.0,49
112,2022-11-01,10070.599001778604,9454.029078059775,10306.0,49
113,2022-12-01,9530.970685189272,9669.02580405146,8355.0,49
114,2023-01-01,9886.040488629254,8918.652615482986,8536.0,49
115,2023-02-01,8899.267664055335,8988.266939999077,8637.0,49
116,2023-03-01,10707.592069320524,9027.11250229811,12330.0,49
117,2023-04-01,9258.499800779467,10447.475488143,10235.0,49
118,2023-05-01,9662.632999706266,9641.718527583822,10608.0,49
119,2023-06-01,7636.849791655894,9785.17788142085,8035.0,49
120,2023-07-01,8582.80954351268,8795.577566614758,,49
121,2023-08-01,10054.47454406791,9088.102945299725,,49
122,2023-09-01,9553.557385658693,9200.610993039876,,49
123,2023-10-01,10500.200944431612,9243.882660145153,,49
124,2023-11-01,10154.739766079532,9260.525355593874,,49
125,2023-12-01,9585.851344215786,9266.926294830284,,49
126,2024-01-01,9964.43423546348,9269.38815704692,,49
127,2024-02-01,8965.207065869776,9270.335012711355,,49
128,2024-03-01,11024.549398921812,9270.699182421266,,49
129,2024-04-01,9286.206983996566,9270.839245561405,,49
130,2024-05-01,9594.847248196147,9270.89311517958,,49
131,2024-06-01,7532.308597207787,9270.913833947983,,49
108,2022-07-01,4688.287304069347,5625.559765944903,5539.0,50
109,2022-08-01,5770.459877033787,5663.593201972314,5390.0,50
110,2022-09-01,5770.209465239343,5592.75592737126,4511.0,50
111,2022-10-01,6411.357551638141,5174.863549020076,5777.0,50
112,2022-11-01,5765.661788016933,5776.742674153864,6076.0,50
113,2022-12-01,5299.34176292241,5918.8926413063145,4458.0,50
114,2023-01-01,5642.356524956865,5149.666397651916,4378.0,50
115,2023-02-01,4879.974482256822,5111.632961624504,5260.0,50
116,2023-03-01,5921.002155522682,5530.951593826717,7199.0,50
117,2023-04-01,4984.6477517325775,6452.786999541105,5982.0,50
118,2023-05-01,5104.715867807692,5874.203353974106,5703.0,50
119,2023-06-01,4134.1821478291695,5741.561745828508,4154.0,50
120,2023-07-01,4607.457529534647,5005.139340747752,,50
121,2023-08-01,5640.926393925719,5409.786261582038,,50
122,2023-09-01,5642.062241785834,5602.162671297536,,50
123,2023-10-01,6311.959485538695,5693.621869698755,,50
124,2023-11-01,5683.474476291105,5737.103214342644,,50
125,2023-12-01,5239.597018835774,5757.775026091384,,50
126,2024-01-01,5562.524128140904,5767.602776462839,,50
127,2024-02-01,4775.878686971829,5772.275065400915,,50
128,2024-03-01,5957.566320810912,5774.496355431264,,50
129,2024-04-01,4876.667793438406,5775.552396584609,,50
130,2024-05-01,4962.162849549222,5776.054457505209,,50
131,2024-06-01,3945.151057185664,5776.293146279028,,50
108,2022-07-01,12261.923622227649,13559.287774161216,13538.0,52
109,2022-08-01,14751.64149766589,13294.837540336366,12774.0,52
110,2022-09-01,14662.035043917822,12928.823086274437,10446.0,52
111,2022-10-01,16474.391730567837,11813.53296970876,15500.0,52
112,2022-11-01,15372.207589840751,14234.78565403991,16780.0,52
113,2022-12-01,13305.442739538894,14848.00358754681,11622.0,52
114,2023-01-01,14520.434521452516,12376.926946118225,11917.0,52
115,2023-02-01,13145.231857742425,12518.254516731144,12289.0,52
116,2023-03-01,15581.776868705358,12696.470978656584,16921.0,52
117,2023-04-01,13562.758013630986,14915.55337553468,15185.0,52
118,2023-05-01,14185.241572352585,14083.876553215949,16682.0,52
119,2023-06-01,11862.829209499145,14801.054089512689,13286.0,52
120,2023-07-01,12527.224354269036,13174.110259677194,,52
121,2023-08-01,14869.97228112434,13120.506513316746,,52
122,2023-09-01,14846.17793881667,13094.826217557851,,52
123,2023-10-01,16743.280217419782,13082.523391075732,,52
124,2023-11-01,15658.3059538157,13076.629395894748,,52
125,2023-12-01,13551.48298617666,13073.80572125023,,52
126,2024-01-01,14747.732558160473,13072.4529650546,,52
127,2024-02-01,13386.651680238116,13071.80489133677,,52
128,2024-03-01,16004.347975558776,13071.494414441451,,52
129,2024-04-01,13778.630815852484,13071.345672253834,,52
130,2024-05-01,14360.727547812248,13071.27441336562,,52
131,2024-06-01,11904.43672585902,13071.240274906108,,52
108,2022-07-01,7234.713057517893,5563.071695605025,7609.0,60
109,2022-08-01,8114.168668382492,6353.625854714015,7815.0,60
110,2022-09-01,6081.590952816503,6462.122961160685,6539.0,60
111,2022-10-01,5647.047284441983,5790.072923170631,5162.0,60
112,2022-11-01,4283.561460663773,5064.827701922744,4041.0,60
113,2022-12-01,3664.335370900501,4474.413836259068,2893.0,60
114,2023-01-01,4342.035473098729,3869.779476061119,4593.0,60
115,2023-02-01,3653.8747029032,4765.143946737524,3967.0,60
116,2023-03-01,4825.3293816323385,4435.439147535506,5376.0,60
117,2023-04-01,5101.148069755306,5177.538288231421,6991.0,60
118,2023-05-01,4652.001565111355,6028.134535374004,5915.0,60
119,2023-06-01,5245.43659697937,5461.421493934116,5907.0,60
120,2023-07-01,7356.332980932742,5457.208014072109,,60
121,2023-08-01,8153.796529692153,5220.309329722218,,60
122,2023-09-01,6080.713231298369,5095.538350241702,,60
123,2023-10-01,5728.539167439452,5029.823349066202,,60
124,2023-11-01,4356.038708130389,4995.212244805614,,60
125,2023-12-01,3757.278305884881,4976.983095955139,,60
126,2024-01-01,4419.981481908209,4967.382077007264,,60
127,2024-02-01,3752.4399985403206,4962.325364508313,,60
128,2024-03-01,5174.09925908873,4959.662069973027,,60
129,2024-04-01,5099.832864857007,4958.25935273665,,60
130,2024-05-01,4776.709046631699,4957.520562633204,,60
131,2024-06-01,5262.348603840425,4957.131452980314,,60
108,2022-07-01,10596.631329987147,13211.726655472676,11608.0,61
109,2022-08-01,12798.340237369808,12400.501538919809,13210.0,61
110,2022-09-01,11761.942727028856,12499.744955641429,12275.0,61
111,2022-10-01,13150.708230622717,13031.343556623991,11525.0,61
112,2022-11-01,12580.053102200314,12156.151293804707,12143.0,61
113,2022-12-01,12275.591515895729,12242.623091027324,9520.0,61
114,2023-01-01,13024.274329461792,11808.20990055334,13478.0,61
115,2023-02-01,11488.74530189938,11934.11183075092,13678.0,61
116,2023-03-01,13217.35547335806,13950.51566053177,16719.0,61
117,2023-04-01,10249.514689707688,14216.031694889349,13238.0,61
118,2023-05-01,13151.16058659971,14238.013461542496,16187.0,61
119,2023-06-01,10947.62708911096,13284.433263021843,13856.0,61
120,2023-07-01,10422.181548645494,14312.638769151032,,61
121,2023-08-01,12526.929033417586,13038.5506532305,,61
122,2023-09-01,11478.33601455326,13253.067801920137,,61
123,2023-10-01,12988.054363253428,12761.87200304294,,61
124,2023-11-01,12433.066640245625,12928.988117612293,,61
125,2023-12-01,12181.74235339492,12758.280464403186,,61
126,2024-01-01,12877.54484887373,12859.66509535517,,61
127,2024-02-01,11359.625848641355,12796.298740003653,,61
128,2024-03-01,13623.243978458757,12846.323725542505,,61
129,2024-04-01,10147.21399313875,12819.241455008018,,61
130,2024-05-01,12693.766165111714,12841.30605146972,,61
131,2024-06-01,10377.042627677532,12828.689611628795,,61
108,2022-07-01,8777.351073194404,9858.001372912437,9348.0,62
109,2022-08-01,10426.723478213888,10084.530460885357,10218.0,62
110,2022-09-01,10780.484806771492,10371.819537469084,9792.0,62
111,2022-10-01,11777.85107234376,10231.14695514188,9872.0,62
112,2022-11-01,10530.297209186509,10257.564341494406,8368.0,62
113,2022-12-01,9556.3949536831,9760.917478066902,7625.0,62
114,2023-01-01,10855.931576891251,9515.566002317808,10105.0,62
115,2023-02-01,9037.47721060767,10334.50497924614,9153.0,62
116,2023-03-01,11225.235448404888,10020.13808165107,11764.0,62
117,2023-04-01,9875.258561560331,10882.335528731666,11674.0,62
118,2023-05-01,10009.36382004902,10852.615969085073,11984.0,62
119,2023-06-01,8022.831794771802,10954.983341201114,9527.0,62
120,2023-07-01,8708.147207021271,10143.639362849131,,62
121,2023-08-01,10255.915696897,10347.264366456153,,62
122,2023-09-01,10650.718196538955,10414.50487134767,,62
123,2023-10-01,11735.486636653392,10436.708851300897,,62
124,2023-11-01,10452.158533482729,10444.04099026325,,62
125,2023-12-01,9460.497751140449,10446.462189610234,,62
126,2024-01-01,10809.691502082724,10447.261711592557,,62
127,2024-02-01,9022.00150867243,10447.525727606362,,62
128,2024-03-01,11656.645229173291,10447.61291026936,,62
129,2024-04-01,9607.642391767513,10447.641699495509,,62
130,2024-05-01,9892.266498161538,10447.65120619688,,62
131,2024-06-01,7740.371396525414,10447.65434547442,,62
108,2022-07-01,4369.521327320999,4811.9373159069255,4254.0,63
109,2022-08-01,5168.140131007651,4979.327311899992,3831.0,63
110,2022-09-01,5200.650477012638,4853.113464653883,3738.0,63
111,2022-10-01,5761.534017360234,4825.364320933108,5204.0,63
112,2022-11-01,5112.683542710672,5262.786306897165,5740.0,63
113,2022-12-01,4714.733130767932,5422.716855653464,5299.0,63
114,2023-01-01,5328.643753962102,5291.132206396882,3657.0,63
115,2023-02-01,5101.509992335689,4801.19571188598,5248.0,63
116,2023-03-01,5700.704797343747,5275.914934033876,6290.0,63
117,2023-04-01,4415.2821892460615,5586.824694862354,5636.0,63
118,2023-05-01,4854.961093991459,5391.685555148511,4745.0,63
119,2023-06-01,3803.276359638404,5125.83085563011,3401.0,63
120,2023-07-01,4316.682307598104,4724.810972181479,,63
121,2023-08-01,5063.044439376224,5119.806896119155,,63
122,2023-09-01,5102.251286027784,5237.6649462532105,,63
123,2023-10-01,5692.899762331668,5272.831182509342,,63
124,2023-11-01,5057.188910766527,5283.324009864075,,63
125,2023-12-01,4642.255448746751,5286.454837544761,,63
126,2024-01-01,5230.815598919454,5287.38900730042,,63
127,2024-02-01,5105.411809405299,5287.667742900522,,63
128,2024-03-01,5882.391351284658,5287.7509114406,,63
129,2024-04-01,4315.538808973338,5287.775727094059,,63
130,2024-05-01,4726.743076121943,5287.783131536365,,63
131,2024-06-01,3685.274613214062,5287.785340858232,,63
108,2022-07-01,11329.305093543153,12220.283333333336,12327.0,66
109,2022-08-01,13820.017111375746,12220.283333333336,15323.0,66
110,2022-09-01,8072.615645752356,12220.283333333336,9917.0,66
111,2022-10-01,11896.095684617703,12220.283333333336,7931.0,66
112,2022-11-01,14434.825150759863,12220.283333333336,12440.0,66
113,2022-12-01,12999.299262521175,12220.283333333336,10958.0,66
114,2023-01-01,15077.71411350657,12220.283333333336,15461.0,66
115,2023-02-01,12438.706564459417,12220.283333333336,14619.0,66
116,2023-03-01,13718.205676200803,12220.283333333336,19395.0,66
117,2023-04-01,7367.806468633267,12220.283333333336,8714.0,66
118,2023-05-01,14246.159650153966,12220.283333333336,18957.0,66
119,2023-06-01,11259.377766253569,12220.283333333336,14009.0,66
120,2023-07-01,11371.141681768167,12220.283333333336,,66
121,2023-08-01,13696.355103364967,12220.283333333336,,66
122,2023-09-01,8016.172808104605,12220.283333333336,,66
123,2023-10-01,11912.36617522412,12220.283333333336,,66
124,2023-11-01,14474.130439002283,12220.283333333336,,66
125,2023-12-01,13014.309709044588,12220.283333333336,,66
126,2024-01-01,15138.306360019687,12220.283333333336,,66
127,2024-02-01,12448.400184030206,12220.283333333336,,66
128,2024-03-01,13999.615192352465,12220.283333333336,,66
129,2024-04-01,7606.134058243855,12220.283333333336,,66
130,2024-05-01,13873.202438436478,12220.283333333336,,66
131,2024-06-01,11075.097587043696,12220.283333333336,,66
